;snmae;dnmae;z;sname;dname;z
6640;Loma ;La Mesa-Spring Valley;2.1218217153;Lower Lake ;Konocti Unified;-0.9768019902
6641;Sweetwater Springs ;La Mesa-Spring Valley;-2.242744533;Pomo;Konocti Unified;-2.7003025
4598;El Morro ;Laguna Beach Unified;-1.1068689812;Las Positas ;La Habra City ;-0.0814195139
4600;Top of the World ;Laguna Beach Unified;-0.5937085605;Sierra Vista ;La Habra City ;-0.2973730595
3876;Lagunitas ;Lagunitas ;0.1712826155;Walnut ;La Habra City ;-0.3375715281
1125;Lake ;Lake ;-0.5033804288;Pescadero  and Middle;La Honda-Pescadero Unified;1.3352301122
5427;Ronald Reagan ;Lake Elsinore Unified;-0.3028539739;Avondale ;La Mesa-Spring Valley;0.7343906599
5428;Earl Warren ;Lake Elsinore Unified;0.1579526351;Bancroft ;La Mesa-Spring Valley;0.1869948519
5429;Sycamore Academy of Science and Cultural;Lake Elsinore Unified;-1.1084285769;Casa de Oro ;La Mesa-Spring Valley;0.0453010926
5430;Lakeland Village;Lake Elsinore Unified;-0.3900610905;Fletcher Hills ;La Mesa-Spring Valley;1.507525
5435;Machado ;Lake Elsinore Unified;0.5330645219;Highlands ;La Mesa-Spring Valley;-0.3810127253
5436;Wildomar ;Lake Elsinore Unified;-1.2891823203;La Mesa Dale ;La Mesa-Spring Valley;-2.216150739
5439;Railroad Canyon ;Lake Elsinore Unified;0.6418183987;La Presa ;La Mesa-Spring Valley;0.6974458711
5440;Withrow ;Lake Elsinore Unified;-2.0705222333;Lemon Avenue ;La Mesa-Spring Valley;0.8100793278
5441;Luiseno;Lake Elsinore Unified;-3.2247974099;Maryland Avenue ;La Mesa-Spring Valley;-0.7793966327
5442;Tuscany Hills ;Lake Elsinore Unified;-2.7014302058;Murray Manor ;La Mesa-Spring Valley;0.6363277162
5443;Donald Graham ;Lake Elsinore Unified;-0.9395806556;Northmont ;La Mesa-Spring Valley;-1.1806399139
5445;William Collier ;Lake Elsinore Unified;-1.5465695444;Rancho ;La Mesa-Spring Valley;-1.1850309284
5446;Rice Canyon ;Lake Elsinore Unified;-1.8391742207;Rolando ;La Mesa-Spring Valley;0.5725236045
5447;Cottonwood Canyon ;Lake Elsinore Unified;-2.6693727701;Murdock ;La Mesa-Spring Valley;0.9420879688
753;Lake Tahoe Environmental Science Magnet;Lake Tahoe Unified;-0.1792421418;Loma ;La Mesa-Spring Valley;0.0123366882
755;Bijou Community;Lake Tahoe Unified;3.4802959813;Sweetwater Springs ;La Mesa-Spring Valley;0.1831735879
757;Tahoe Valley ;Lake Tahoe Unified;0.2252889339;El Morro ;Laguna Beach Unified;1.9277431133
758;Sierra House ;Lake Tahoe Unified;1.6512398648;Top of the World ;Laguna Beach Unified;-0.2614314028
1684;Lakeport ;Lakeport Unified;-1.2446923659;Lake ;Lake ;2.1800850554
1482;Lakeside;Lakeside Union;-0.3444086215;Ronald Reagan ;Lake Elsinore Unified;-1.8102935659
1483;Donald E. Suburu;Lakeside Union;0.6416437199;Earl Warren ;Lake Elsinore Unified;-0.0070230136
6612;Mandarin Language Academy;Lakeside Union ;0.6346160759;Sycamore Academy of Science and Cultural Arts;Lake Elsinore Unified;-1.6831796095
6613;Lakeside Farms ;Lakeside Union ;-0.5687577303;Lakeland Village;Lake Elsinore Unified;-3.3524262216
6615;Lakeview ;Lakeside Union ;-0.7836525218;Machado ;Lake Elsinore Unified;-0.3927261693
6616;Lindo Park ;Lakeside Union ;-1.7977999963;Wildomar ;Lake Elsinore Unified;-1.6481817332
6617;Riverview ;Lakeside Union ;0.7721318591;Railroad Canyon ;Lake Elsinore Unified;1.2416151572
6619;Lemon Crest ;Lakeside Union ;1.7168366417;Withrow ;Lake Elsinore Unified;-0.216862962
7440;Wicklund ;Lammersville Joint Unified;-1.3693160051;Luiseno;Lake Elsinore Unified;-1.7844461488
7441;Bethany ;Lammersville Joint Unified;-1.6493910942;Tuscany Hills ;Lake Elsinore Unified;-1.4866285454
7442;Sebastian Questa ;Lammersville Joint Unified;-1.1013602718;Donald Graham ;Lake Elsinore Unified;0.1604660631
7443;Lammersville ;Lammersville Joint Unified;-0.3105011571;William Collier ;Lake Elsinore Unified;-1.2684857405
1485;Alicante Avenue ;Lamont ;-0.7028895655;Rice Canyon ;Lake Elsinore Unified;-2.4939169145
2142;John and Jacquelyn Miller ;Lancaster ;-1.719130788;Cottonwood Canyon ;Lake Elsinore Unified;-0.4342528991
2144;Discovery;Lancaster ;-1.0592776747;Lake Tahoe Environmental Science Magnet;Lake Tahoe Unified;-0.2345941142
2147;Desert View ;Lancaster ;-0.7857474155;Bijou Community;Lake Tahoe Unified;6.8674205836
2148;El Dorado ;Lancaster ;-1.5452810454;Tahoe Valley ;Lake Tahoe Unified;-0.9209294376
2149;Joshua ;Lancaster ;-0.5068619533;Sierra House ;Lake Tahoe Unified;1.8143182379
2150;Linda Verde ;Lancaster ;-2.0681578511;Lakeport ;Lakeport Unified;1.2273796889
2151;Mariposa ;Lancaster ;-1.813479659;Lakeside;Lakeside Union;-0.2685463117
2152;Monte Vista ;Lancaster ;-0.34409724;Donald E. Suburu;Lakeside Union;-0.7142590537
2154;Sierra ;Lancaster ;-0.6433165631;National University Academy;Lakeside Union ;-1.5651142982
2155;Sunnydale ;Lancaster ;0.0777615947;Lakeside Farms ;Lakeside Union ;-0.567173222
2156;Nancy Cory ;Lancaster ;-1.8733954056;Lakeview ;Lakeside Union ;-1.1322128392
2157;Lincoln ;Lancaster ;0.4879794915;Lindo Park ;Lakeside Union ;-2.1641283327
2158;Jack Northrop ;Lancaster ;-2.1936357363;Riverview ;Lakeside Union ;-0.5448893697
2160;West Wind ;Lancaster ;1.0980264753;Lemon Crest ;Lakeside Union ;-0.7786143581
3879;Neil Cummins ;Larkspur-Corte Madera;2.6144690835;Barona Indian Charter;Lakeside Union ;-2.5547452886
2171;Yerba Buena ;Las Virgenes Unified;-1.0817410004;Wicklund ;Lammersville Joint Unified;0.9445389657
2173;Lupin Hill ;Las Virgenes Unified;1.4850093236;Bethany ;Lammersville Joint Unified;1.2288257843
2174;Sumac ;Las Virgenes Unified;0.4977086412;Sebastian Questa ;Lammersville Joint Unified;-0.5313135761
8921;Lassen View ;Lassen View Union ;-1.4565671899;Altamont ;Lammersville Joint Unified;-0.2507407778
999;Laton ;Laton Joint Unified;0.5929977432;Lammersville ;Lammersville Joint Unified;-0.1433195717
2181;William Anderson ;Lawndale ;-2.3419920093;Alicante Avenue ;Lamont ;-0.4603928947
2182;Billy Mitchell ;Lawndale ;-0.9592205632;John and Jacquelyn Miller ;Lancaster ;-0.6959180929
2183;Lucille J. Smith ;Lawndale ;-0.7274171309;Discovery;Lancaster ;-1.5012880509
2184;Mark Twain ;Lawndale ;-1.9891336453;iLEAD Lancaster Charter;Lancaster ;-4.0729602824
2185;F. D. Roosevelt ;Lawndale ;-0.2216013835;Desert View ;Lancaster ;-1.3757536708
2187;William Green ;Lawndale ;-2.5819153944;El Dorado ;Lancaster ;-3.6027222803
3990;Laytonville ;Laytonville Unified;-0.4360032414;Joshua ;Lancaster ;-4.7312593748
4020;Le Grand ;Le Grand Union ;2.8017679659;Mariposa ;Lancaster ;-2.8464905173
6643;Lemon Grove Academy for the Sciences and;Lemon Grove;-3.0779491652;Monte Vista ;Lancaster ;-0.8577341591
6644;Monterey Heights ;Lemon Grove;-0.2713271954;Sierra ;Lancaster ;-4.0880907956
6645;Mt. Vernon ;Lemon Grove;-1.1015398374;Sunnydale ;Lancaster ;-2.0693425635
6646;San Altos ;Lemon Grove;-1.0097462797;Nancy Cory ;Lancaster ;0.1175989362
6647;San Miguel ;Lemon Grove;-0.793979785;Lincoln ;Lancaster ;-1.730855032
6648;Vista La Mesa Academy;Lemon Grove;-0.971443067;Jack Northrop ;Lancaster ;-0.7154971715
1651;Meadow Lane ;Lemoore Union ;0.6301406253;Lancaster Alternative and Virtual Academies;Lancaster ;-0.2204874636
1652;P. W. Engvall ;Lemoore Union ;0.2044159297;West Wind ;Lancaster ;0.4815224099
1653;Lemoore ;Lemoore Union ;-1.6303276047;Chaparral ;Las Virgenes Unified;-1.3300250326
1655;Cinnamon ;Lemoore Union ;0.4015132223;Round Meadow ;Las Virgenes Unified;2.0486138505
2196;Jefferson ;Lennox;-1.6146993296;Lupin Hill ;Las Virgenes Unified;0.1340700522
8581;Liberty ;Liberty ;-0.9757081162;Sumac ;Las Virgenes Unified;2.6028881571
9006;Liberty ;Liberty ;-1.4583630499;Lassen View ;Lassen View Union ;-0.3142776203
7252;Colonial Heights;Lincoln Unified;-1.5623580586;Laton ;Laton Joint Unified;-0.4683501206
7253;John R. Williams;Lincoln Unified;0.0454132391;William Anderson ;Lawndale ;-0.8503450751
7254;Lincoln ;Lincoln Unified;2.0436563304;Billy Mitchell ;Lawndale ;-2.2739126998
7256;Tully C. Knoles;Lincoln Unified;-1.6642247533;Lucille J. Smith ;Lawndale ;-1.2627023404
7257;Mable Barron;Lincoln Unified;1.59730014;Mark Twain ;Lawndale ;0.2276910675
7258;Claudia Landeen;Lincoln Unified;0.6983244569;William Green ;Lawndale ;-6.3334456176
7259;Don Riggio;Lincoln Unified;2.9464116;Laytonville ;Laytonville Unified;-0.102417432
7260;Brookside;Lincoln Unified;0.975403896;Le Grand ;Le Grand Union ;-1.9404438784
7263;Glenwood ;Linden Unified;-1.1931177447;Lemon Grove Academy for the Sciences and Humanitie;Lemon Grove;-1.1655201651
7264;Linden ;Linden Unified;1.7958467192;Monterey Heights ;Lemon Grove;-1.6458986795
7266;Waverly ;Linden Unified;-2.9719013538;Mt. Vernon ;Lemon Grove;-1.9775110634
2200;Cresson ;Little Lake City ;-1.3940463278;San Altos ;Lemon Grove;-2.2985375811
2201;Jersey Avenue ;Little Lake City ;-1.8717139697;San Miguel ;Lemon Grove;0.2394711913
2203;Lakeland ;Little Lake City ;-1.7634088977;Vista La Mesa Academy;Lemon Grove;-4.3438522683
2205;Lakeview ;Little Lake City ;-0.7296819943;Meadow Lane ;Lemoore Union ;-1.0513454541
2206;Paddison ;Little Lake City ;-0.9966513758;P. W. Engvall ;Lemoore Union ;-0.6812452469
2207;Studebaker ;Little Lake City ;-3.2890331106;Lemoore ;Lemoore Union ;-0.7466656045
2208;William W. Orr ;Little Lake City ;-1.3026247206;Cinnamon ;Lemoore Union ;1.0921907426
8199;Green Acres ;Live Oak ;1.5138339651;Liberty ;Liberty ;0.033156757
8200;Live Oak ;Live Oak ;0.6771006229;Liberty ;Liberty ;-0.5900229995
8202;Del Mar ;Live Oak ;2.0395419148;Colonial Heights;Lincoln Unified;-2.1105649387
8864;Luther ;Live Oak Unified;-0.35270954;John R. Williams;Lincoln Unified;1.057148105
144;Junction K-8;Livermore Valley Joint Unified;1.3419470083;Lincoln ;Lincoln Unified;-0.3507072125
146;Emma C. Smith ;Livermore Valley Joint Unified;-0.9378304796;Tully C. Knoles;Lincoln Unified;-0.4578882247
147;Jackson Avenue ;Livermore Valley Joint Unified;-1.2670159274;Mable Barron;Lincoln Unified;0.3188790601
148;Joe Michell;Livermore Valley Joint Unified;1.0931501292;Claudia Landeen;Lincoln Unified;1.1827887138
149;Marylin Avenue ;Livermore Valley Joint Unified;-1.6088770537;Don Riggio;Lincoln Unified;0.61933747
151;Arroyo Seco ;Livermore Valley Joint Unified;2.8471947979;Brookside;Lincoln Unified;2.9994089307
153;Rancho Las Positas ;Livermore Valley Joint Unified;1.1099219976;Glenwood ;Linden Unified;-2.3314689165
154;Sunset ;Livermore Valley Joint Unified;-0.8645303376;Linden ;Linden Unified;0.958826047
155;Leo R. Croce ;Livermore Valley Joint Unified;0.3402166119;Waverly ;Linden Unified;-0.7805294023
156;Altamont Creek ;Livermore Valley Joint Unified;-0.017789802;Roosevelt ;Lindsay Unified;-1.5432931138
4025;Campus Park ;Livingston Union;-0.909158919;Kennedy ;Lindsay Unified;-4.5558759965
4027;Selma Herndon ;Livingston Union;0.6952536689;Jefferson ;Lindsay Unified;-0.6583308
4028;Yamato Colony ;Livingston Union;0.3298941048;Washington ;Lindsay Unified;1.5051625776
7268;Lois E. Borchardt ;Lodi Unified;-0.3628005479;Lincoln ;Lindsay Unified;-2.0099981963
7270;Ansel Adams;Lodi Unified;-1.8808474537;Cresson ;Little Lake City ;-0.9932192684
7273;Ellerth E. Larson ;Lodi Unified;2.5838587106;Jersey Avenue ;Little Lake City ;-1.7838552816
7274;Manlio Silva ;Lodi Unified;0.3168635897;Lakeland ;Little Lake City ;-0.9106885592
7276;George Lincoln Mosher;Lodi Unified;-2.8268473012;Lakeview ;Little Lake City ;-1.9198152886
7277;Woodbridge;Lodi Unified;1.1912704742;Paddison ;Little Lake City ;-0.2880838192
7278;Podesta Ranch ;Lodi Unified;1.5915952776;Studebaker ;Little Lake City ;-0.8374577011
7286;Davis ;Lodi Unified;-1.2819881637;William W. Orr ;Little Lake City ;-1.047115871
7288;Erma B. Reese ;Lodi Unified;1.6864858686;Green Acres ;Live Oak ;-0.04521052
7289;George Washington ;Lodi Unified;0.1214047005;Live Oak ;Live Oak ;-1.6476219896
7290;Houston;Lodi Unified;-1.0744000735;Del Mar ;Live Oak ;-0.6409024312
7291;Lakewood ;Lodi Unified;-1.1669734461;Encinal ;Live Oak Unified;-2.0310581757
7293;Leroy Nichols ;Lodi Unified;-2.2036352722;Luther ;Live Oak Unified;-2.9530665538
7295;Lockeford ;Lodi Unified;1.2379971945;Livermore Valley Charter;Livermore Valley Joint Unified;0.2454173082
7300;Vinewood ;Lodi Unified;0.716681497;Junction K-8;Livermore Valley Joint Unified;4.0260675453
7302;Victor ;Lodi Unified;-0.2522082742;Emma C. Smith ;Livermore Valley Joint Unified;2.4473103796
7303;Oakwood ;Lodi Unified;-2.2480219684;Jackson Avenue ;Livermore Valley Joint Unified;0.0518745241
7305;Creekside ;Lodi Unified;-0.1005208228;Joe Michell;Livermore Valley Joint Unified;-0.0830390759
7308;Wagner-Holt ;Lodi Unified;0.4398583594;Marylin Avenue ;Livermore Valley Joint Unified;0.0340598782
7309;Beckman ;Lodi Unified;-1.0552673409;Arroyo Seco ;Livermore Valley Joint Unified;1.5163058302
7312;John Muir ;Lodi Unified;-0.8562149482;Rancho Las Positas ;Livermore Valley Joint Unified;1.7366834042
7313;Aspire Vincent Shalvey Academy;Lodi Unified;-1.0373280387;Sunset ;Livermore Valley Joint Unified;1.4423494824
7314;Joe Serna Jr. Charter;Lodi Unified;0.9209020592;Leo R. Croce ;Livermore Valley Joint Unified;0.3950526261
7315;Aspire River Oaks Charter;Lodi Unified;-1.8136884272;Altamont Creek ;Livermore Valley Joint Unified;0.2714352974
7316;Julia Morgan ;Lodi Unified;-0.2072268439;Campus Park ;Livingston Union;-0.152713509
7748;Manzanita Public Charter;Lompoc Unified;2.1786637352;Selma Herndon ;Livingston Union;-0.1827150958
7752;Arthur Hapgood ;Lompoc Unified;1.4953803663;Yamato Colony ;Livingston Union;-1.208934058
7753;Buena Vista ;Lompoc Unified;0.125213529;Lois E. Borchardt ;Lodi Unified;1.6152718693
7754;Clarence Ruth ;Lompoc Unified;-0.7976241841;Ansel Adams;Lodi Unified;-0.7246002539
7755;Crestview ;Lompoc Unified;-4.2934662222;Ellerth E. Larson ;Lodi Unified;2.1874912566
7756;La Canada ;Lompoc Unified;1.1171491727;Manlio Silva ;Lodi Unified;1.8361729371
7757;La Honda ;Lompoc Unified;1.3427121412;George Lincoln Mosher;Lodi Unified;-2.2592148752
7758;Leonora Fillmore ;Lompoc Unified;2.0181447602;Woodbridge;Lodi Unified;1.0070913282
7759;Los Berros ;Lompoc Unified;1.283993464;Podesta Ranch ;Lodi Unified;0.6212220992
7762;Miguelito ;Lompoc Unified;1.9885539228;Davis ;Lodi Unified;0.9766665977
1316;Lo-Inyo ;Lone Pine Unified;-0.592435157;Erma B. Reese ;Lodi Unified;2.7437111062
2210;Chavez ;Long Beach Unified;-2.677250662;George Washington ;Lodi Unified;0.4326763566
2211;Dooley ;Long Beach Unified;0.593041005;Lakewood ;Lodi Unified;-0.6687460928
2214;Avalon K-12;Long Beach Unified;1.5955419908;Leroy Nichols ;Lodi Unified;0.7287881083
2223;Addams ;Long Beach Unified;-1.325743139;Live Oak ;Lodi Unified;0.9012979244
2224;Barton ;Long Beach Unified;-2.2319468959;Lockeford ;Lodi Unified;-1.4208299001
2225;Birney ;Long Beach Unified;-1.4907397046;Vinewood ;Lodi Unified;2.4548995152
2226;Bixby ;Long Beach Unified;1.2953940826;Oakwood ;Lodi Unified;-2.7820938844
2227;Bryant ;Long Beach Unified;-0.6312758458;Creekside ;Lodi Unified;-0.0124961113
2228;Burbank ;Long Beach Unified;-0.053706465;Wagner-Holt ;Lodi Unified;-0.8981918308
2229;Burcham K-8;Long Beach Unified;2.810844857;Beckman ;Lodi Unified;-0.3095066763
2231;Carver ;Long Beach Unified;0.2198097412;John Muir ;Lodi Unified;-0.7404711839
2232;Cleveland ;Long Beach Unified;-0.4165541336;Aspire Vincent Shalvey Academy;Lodi Unified;1.0157816666
2233;Cubberley K-8;Long Beach Unified;2.4307554325;Joe Serna Jr. Charter;Lodi Unified;2.7322723209
2234;Edison ;Long Beach Unified;-2.4234563163;Aspire River Oaks Charter;Lodi Unified;0.9160633305
2235;Emerson Parkside Academy Charter;Long Beach Unified;0.5868284966;Julia Morgan ;Lodi Unified;-1.4946129786
2236;Fremont ;Long Beach Unified;0.0206211776;Arthur Hapgood ;Lompoc Unified;0.5245216076
2237;Gant ;Long Beach Unified;-1.23966769;Buena Vista ;Lompoc Unified;-1.5638324822
2238;Garfield ;Long Beach Unified;-0.077604767;Clarence Ruth ;Lompoc Unified;-2.1139752733
2239;Gompers K-8;Long Beach Unified;-0.962869066;Crestview ;Lompoc Unified;-2.2360353125
2240;Grant ;Long Beach Unified;-0.9492065181;La Canada ;Lompoc Unified;0.9214747261
2241;Harte ;Long Beach Unified;0.2622581177;La Honda ;Lompoc Unified;-2.5504815083
2242;Henry K-8;Long Beach Unified;-0.5626523402;Leonora Fillmore ;Lompoc Unified;-0.7972464456
2243;Holmes ;Long Beach Unified;-1.5676531284;Los Berros ;Lompoc Unified;0.5827410912
2244;Hudson K-8;Long Beach Unified;-0.7023547445;Miguelito ;Lompoc Unified;-0.5759236598
2245;Kettering ;Long Beach Unified;0.4695836721;Lo-Inyo ;Lone Pine Unified;-0.4763807955
2246;King ;Long Beach Unified;-3.5173604503;Dooley ;Long Beach Unified;-0.7608407722
2247;Lafayette ;Long Beach Unified;-1.5336855151;Avalon K-12;Long Beach Unified;-0.280172919
2248;Lee ;Long Beach Unified;-2.4391224993;Addams ;Long Beach Unified;-1.8002515217
2249;Lincoln ;Long Beach Unified;-2.6640806925;Barton ;Long Beach Unified;-3.7470196124
2250;Longfellow ;Long Beach Unified;0.6818713999;Birney ;Long Beach Unified;-2.3151636172
2251;Los Cerritos ;Long Beach Unified;0.6621679864;Bixby ;Long Beach Unified;-0.3576003752
2252;Lowell ;Long Beach Unified;2.2679668496;Bryant ;Long Beach Unified;-0.4561763137
2253;MacArthur ;Long Beach Unified;2.6520010774;Burbank ;Long Beach Unified;-2.8692714811
2254;Madison ;Long Beach Unified;-2.3384994902;Burcham ;Long Beach Unified;-0.517081389
2255;Mann ;Long Beach Unified;-1.2396639556;Bobbie Smith ;Long Beach Unified;-2.3206973098
2256;McKinley ;Long Beach Unified;-1.0131700332;Carver ;Long Beach Unified;1.4028154832
2257;Monroe K-8;Long Beach Unified;1.3594531981;Cleveland ;Long Beach Unified;-0.4450412521
2258;Muir K-8;Long Beach Unified;-0.722254068;Cubberley K-8;Long Beach Unified;2.3796793979
2259;Naples ;Long Beach Unified;-1.3405008726;Edison ;Long Beach Unified;-2.1719835861
2260;Newcomb Academy;Long Beach Unified;2.724477827;Emerson Parkside Academy;Long Beach Unified;3.7466528596
2262;Prisk ;Long Beach Unified;-0.3380534668;Fremont ;Long Beach Unified;1.3803237613
2263;Riley ;Long Beach Unified;0.8452093275;Gant ;Long Beach Unified;0.1393732616
2264;Roosevelt ;Long Beach Unified;-3.6031002684;Gompers K-8;Long Beach Unified;-2.2059099772
2265;Signal Hill ;Long Beach Unified;-1.2911552214;Grant ;Long Beach Unified;-2.552412821
2267;Tincher Preparatory;Long Beach Unified;-0.6600375157;Harte ;Long Beach Unified;0.1016909487
2268;Twain ;Long Beach Unified;1.2912859482;Henry K-8;Long Beach Unified;0.5260620068
2269;Webster ;Long Beach Unified;-0.9442389435;Holmes ;Long Beach Unified;-1.2155606076
2270;Whittier ;Long Beach Unified;-2.9447140363;Hudson K-8;Long Beach Unified;0.1419893682
2285;International ;Long Beach Unified;-0.6518945934;Kettering ;Long Beach Unified;1.8400620691
2286;Alvarado ;Long Beach Unified;-1.6270397402;King ;Long Beach Unified;-4.3211052893
2287;Robinson Academy;Long Beach Unified;1.174303907;Lafayette ;Long Beach Unified;-2.5085057683
2288;Powell Academy for Success;Long Beach Unified;0.5776746116;Lee ;Long Beach Unified;-1.7223630424
2289;New City;Long Beach Unified;-2.0688521253;Lincoln ;Long Beach Unified;-4.5570695887
4953;John Adams Academy;Loomis Union ;0.4431731286;Longfellow ;Long Beach Unified;3.2477514079
4954;Franklin ;Loomis Union ;0.1210050601;Los Cerritos ;Long Beach Unified;1.4510936029
4955;Loomis ;Loomis Union ;-2.1306757848;Lowell ;Long Beach Unified;2.3323374263
4956;Placer ;Loomis Union ;-1.4438298462;MacArthur ;Long Beach Unified;-1.4382414968
4957;Ophir ;Loomis Union ;0.1138280965;Madison ;Long Beach Unified;-0.7570531231
4958;Penryn ;Loomis Union ;0.5696739045;Mann ;Long Beach Unified;-0.886985692
4959;H. Clarke Powers ;Loomis Union ;-2.1524357036;McKinley ;Long Beach Unified;0.1547050928
4907;Francis Hopkinson ;Los Alamitos Unified;0.3121552255;Muir K-8;Long Beach Unified;-1.4257965409
4908;Jack L. Weaver ;Los Alamitos Unified;-2.1146880953;Naples ;Long Beach Unified;-2.4519557661
4909;Los Alamitos ;Los Alamitos Unified;-2.5160710658;Newcomb Academy;Long Beach Unified;1.0008531382
4910;Richard Henry Lee ;Los Alamitos Unified;-4.7504237226;Prisk ;Long Beach Unified;1.1712849455
4911;Rossmoor ;Los Alamitos Unified;-2.0035266604;Riley ;Long Beach Unified;0.6034221253
4912;J. H. McGaugh ;Los Alamitos Unified;-0.8464937966;Roosevelt ;Long Beach Unified;-4.0968401947
